Exposure,pnum,pdia,bc,pm25,pm10,environment,minute
10,17619,70,6.368,43.8,27,V,1
10,14432,65,4.412,18,12,V,2
10,11984,66,2.196,19.8,10,V,3
10,14146,67,9.814,15.6,7,V,4
10,18124,65,8.737,17.4,10,V,5
10,14438,61,13.228,22.2,13,V,6
10,6791,57,8.358,13.8,7,V,7
10,3394,55,3.157,4.8,3,V,8
10,2463,59,1.731,4.2,2,V,9
10,2845,64,1.236,4.2,9,V,10
11,16725,70,10.908,,,Underground Out,1
11,23390,72,25.005,,,Underground Out,2
11,22627,75,78.124,,,Underground Out,3
11,22533,79,43.717,,,Underground Out,4
11,25264,77,38.779,,,Underground Out,5
11,22656,85,54.942,,,Underground Out,6
11,19761,94,56.72,,,Underground Out,7
11,20051,94,56.829,,,Underground Out,8
11,19497,97,57.228,,,Underground Out,9
11,20499,91,54.977,,,Underground Out,10
11,23705,86,55.025,,,Underground Out,11
11,28436,82,75.778,,,Underground Out,12
11,22981,85,63.824,,,Underground Out,13
11,22990,88,55.912,,,Underground Out,14
11,17611,86,45.196,,,Oxford Street,1
11,18744,89,7.097,,,Oxford Street,2
11,33812,87,30.283,,,Oxford Street,3
11,19149,82,17.629,,,Oxford Street,4
11,44211,79,7.329,,,Oxford Street,5
11,28092,75,16.13,,,Oxford Street,6
11,18162,73,9.793,,,Oxford Street,7
11,27973,69,8.675,,,Oxford Street,8
11,20988,63,11.745,27,16,Oxford Street,9
11,15693,65,7.267,25.2,15,Oxford Street,10
11,17590,63,6.693,24,17,Oxford Street,11
11,18245,68,8.768,24.6,20,Oxford Street,12
11,16300,67,7.674,33.6,16,Oxford Street,13
11,10596,70,5.374,24.6,13,Oxford Street,14
11,21774,69,18.186,18.6,17,Oxford Street,15
11,16878,67,9.079,25.8,16,Oxford Street,16
11,16357,68,7.49,22.8,17,Oxford Street,17
11,14367,73,7.302,24.6,16,Oxford Street,18
11,15061,73,7.6,23.4,17,Oxford Street,19
11,17150,71,8.335,23.4,19,Oxford Street,20
11,17978,72,9.529,24,18,Oxford Street,21
11,24235,70,10.597,26.4,18,Oxford Street,22
11,27879,71,18.748,30.6,23,Oxford Street,23
11,28358,73,16.221,33.6,23,Oxford Street,24
11,25959,71,15.475,31.2,20,Oxford Street,25
11,15829,70,18.285,32.4,23,Oxford Street,26
11,13883,71,7.059,28.2,14,Oxford Street,27
11,16730,71,14.367,22.2,17,Oxford Street,28
11,25397,70,14.86,24.6,21,Oxford Street,29
11,17166,69,8.426,32.4,16,Oxford Street,30
11,13830,71,6.462,25.8,16,Oxford Street,31
11,17173,72,6.966,24,18,Oxford Street,32
11,21168,69,11.499,22.8,17,Oxford Street,33
11,20912,70,12.238,29.4,18,Oxford Street,34
11,34458,71,14.324,27,20,Oxford Street,35
11,32273,64,22.991,30,23,Oxford Street,36
11,23802,63,9.734,33,16,Oxford Street,37
11,29227,62,30.791,24.6,23,Oxford Street,38
11,34258,63,14.029,30,20,Oxford Street,39
11,19044,61,9.166,27,18,Oxford Street,40
11,22109,59,8.061,24.6,18,Oxford Street,41
11,14911,61,6.969,27.6,14,Oxford Street,42
11,22506,62,8.397,18,17,Oxford Street,43
11,25667,58,14.699,28.8,17,Oxford Street,44
11,18327,61,9.451,29.4,14,Oxford Street,45
11,10963,66,3.862,19.8,12,Oxford Street,46
11,15791,65,5.773,55.2,14,Oxford Street,47
11,15201,69,7.441,19.2,15,Oxford Street,48
11,18346,71,10.027,19.8,15,Oxford Street,49
11,35791,66,12.418,22.8,24,Oxford Street,50
11,33829,61,12.42,39,17,Oxford Street,51
11,43035,58,17.676,26.4,21,Oxford Street,52
11,39478,60,19.826,32.4,20,Oxford Street,53
11,33106,62,16.386,33,21,Oxford Street,54
11,21001,64,12.57,37.2,20,Oxford Street,55
11,23818,68,10.181,31.2,18,Oxford Street,56
11,29105,61,12.834,30,18,Oxford Street,57
11,21798,60,8.621,30,17,Oxford Street,58
11,21098,60,8.419,28.2,17,Oxford Street,59
11,21828,58,8.251,29.4,17,Oxford Street,60
11,27942,60,7.531,27.6,17,Oxford Street,61
11,18032,60,12.554,28.8,17,Oxford Street,62
11,25688,59,7.396,26.4,14,Oxford Street,63
11,25701,59,13.884,25.2,19,Oxford Street,64
11,16089,62,5.751,35.4,15,Oxford Street,65
11,12239,66,5.329,23.4,16,Oxford Street,66
11,12097,69,3.768,24.6,12,Oxford Street,67
11,17161,70,6.521,19.2,14,Oxford Street,68
11,30235,74,17.263,28.2,16,Oxford Street,69
11,22096,71,5.482,27.6,15,Oxford Street,70
11,25853,68,7.976,18.6,14,Oxford Street,71
11,23361,66,12.926,24.6,17,Oxford Street,72
11,35874,66,7.829,28.2,24,Oxford Street,73
11,22951,65,21.853,45.6,23,Oxford Street,74
11,15310,60,33.549,40.2,14,Oxford Street,75
11,12231,61,6.997,23.4,11,Oxford Street,76
11,43115,64,7.682,19.8,15,Oxford Street,77
11,25053,62,23.911,27,16,Oxford Street,78
11,22043,63,17.163,25.8,15,Oxford Street,79
11,51458,61,22.297,25.2,17,Oxford Street,80
11,43136,64,27.138,31.8,23,Oxford Street,81
11,24731,66,40.787,40.2,21,Oxford Street,82
11,67138,64,47.46,34.2,20,Oxford Street,83
11,24335,62,16.563,39.6,14,Oxford Street,84
11,30894,59,12.249,24.6,16,Oxford Street,85
11,35910,59,16.712,30.6,27,Oxford Street,86
11,33146,60,13.599,43.8,24,Oxford Street,87
11,29763,59,11.732,40.8,22,Oxford Street,88
11,31767,61,18.152,38.4,20,Oxford Street,89
11,106913,60,29.011,34.8,22,Oxford Street,90
11,37749,61,74.803,44.4,30,Oxford Street,91
11,26034,65,24.157,48,16,Oxford Street,92
11,20336,69,16.087,27,16,Oxford Street,93
11,19698,69,8.336,28.8,21,Oxford Street,94
11,27540,66,5.639,35.4,13,Oxford Street,95
11,30751,67,37.194,21,21,Oxford Street,96
11,14524,67,12.266,37.2,13,Oxford Street,97
11,7999,69,2.902,20.4,10,Oxford Street,98
11,15388,67,3.949,15,9,Oxford Street,99
11,10064,67,2.499,15,9,Oxford Street,100
11,9476,65,2.752,16.2,10,Oxford Street,101
11,11257,62,2.734,13.8,10,Oxford Street,102
11,12366,59,3.549,14.4,10,Oxford Street,103
11,14454,57,3.302,16.8,11,Oxford Street,104
11,33026,55,5.431,16.8,15,Oxford Street,105
11,64648,55,11.227,25.2,14,Oxford Street,106
11,28826,52,34.194,22.8,25,Oxford Street,107
11,31789,54,12.269,42.6,19,Oxford Street,108
11,38086,58,21.302,34.8,26,Oxford Street,109
11,55401,59,32.852,50.4,29,Oxford Street,110
11,37898,58,18.956,51.6,27,Oxford Street,111
11,24985,56,14.212,46.2,22,Oxford Street,112
11,100904,55,9.679,36.6,26,Oxford Street,113
11,112436,51,28.158,49.2,33,Oxford Street,114
11,24069,53,7.274,54.6,21,Oxford Street,115
11,22485,54,8.673,36,23,Oxford Street,116
11,54141,51,12.311,33.6,23,Oxford Street,117
11,35444,50,9.658,43.2,32,Oxford Street,118
11,25574,53,8.947,50.4,22,Oxford Street,119
11,38317,56,19.643,34.2,23,Oxford Street,120
11,32478,58,20.697,38.4,25,Oxford Street,121
11,47296,57,24.545,37.2,25,Oxford Street,122
11,35397,59,21.834,43.2,21,Oxford Street,123
11,30479,63,16.606,38.4,22,Oxford Street,124
11,18761,63,15.075,35.4,16,Oxford Street,125
11,29197,60,7.608,25.2,18,Oxford Street,126
11,19016,58,13.928,39,17,Oxford Street,127
11,29841,58,18.143,29.4,15,Oxford Street,128
11,20650,57,12.149,24.6,18,Oxford Street,129
11,29896,52,6.598,27.6,11,Oxford Street,130
11,42718,51,15.415,16.8,12,Oxford Street,131
11,17951,52,8.24,19.8,10,Oxford Street,132
11,37703,52,17.214,11.4,14,Oxford Street,133
11,41136,53,25.597,21.6,17,Oxford Street,134
11,30428,53,19.016,27.6,17,Oxford Street,135
11,21380,53,10.948,30.6,19,Oxford Street,136
11,14721,57,5.057,27,10,Oxford Street,137
11,16080,59,4.552,15.6,14,Oxford Street,138
11,18513,60,6.92,22.2,16,Oxford Street,139
11,17224,54,4.843,24.6,10,Oxford Street,140
11,20602,53,3.883,13.8,12,Oxford Street,141
11,27765,55,7.502,20.4,15,Oxford Street,142
11,19206,55,15.098,25.8,14,Oxford Street,143
11,22440,57,5.525,23.4,13,Oxford Street,144
11,38525,56,6.786,20.4,13,Oxford Street,145
11,55659,55,8.401,20.4,18,Oxford Street,146
11,63402,56,6.566,31.2,18,Oxford Street,147
11,19496,57,8.736,30,14,Oxford Street,148
11,43484,57,12.771,21.6,16,Oxford Street,149
11,91988,53,28.201,27,23,Oxford Street,150
11,40050,53,28.699,41.4,13,Oxford Street,151
11,91259,53,14.328,18,18,Oxford Street,152
11,45581,52,60.039,89.2,20,Underground Return,1
11,31637,52,20.674,100.1,16,Underground Return,2
11,27274,58,51.617,83.7,91,Underground Return,3
11,26007,64,57.124,351.3,103,Underground Return,4
11,23381,71,50.928,374.9,107,Underground Return,5
11,18947,74,56.712,398.6,113,Underground Return,6
11,18837,75,50.426,415,94,Underground Return,7
11,19489,75,42.834,364,96,Underground Return,8
11,16576,80,44.654,354.9,84,Underground Return,9
11,14772,88,39.566,349.4,84,Underground Return,10
11,14404,90,44.085,322.1,88,Underground Return,11
11,16622,92,58.651,353.1,112,Underground Return,12
11,19239,93,45.421,378.6,70,Underground Return,13
11,29886,90,28.339,273,26,Underground Return,14
11,22753,81,7.468,34.8,18,V,1
11,19329,78,5.638,31.2,18,V,2
11,16562,73,5.45,31.2,10,V,3
11,17002,74,10.369,16.8,14,V,4
11,10266,72,8.193,26.4,10,V,5
11,8239,67,3.425,12.6,5,V,6
11,9067,63,3.378,5.4,6,V,7
11,5685,65,5.088,9,12,V,8
11,3683,72,4.519,7.8,16,V,9
12,14980,62,NULL,138.8,50,Underground Out,1
12,21929,64,7.756,166.1,53,Underground Out,2
12,19380,67,6.922,251.6,98,Underground Out,3
12,25195,69,33.157,324.4,111,Underground Out,4
12,27298,77,34.067,475.5,181,Underground Out,5
12,24382,86,79.623,466.4,171,Underground Out,6
12,21609,95,80.687,490,171,Underground Out,7
12,20122,96,79.255,499.1,176,Underground Out,8
12,19672,101,81.34,477.3,173,Underground Out,9
12,18925,103,73.396,462.7,176,Underground Out,10
12,20570,104,73.806,490,171,Underground Out,11
12,19738,106,71.43,524.6,193,Underground Out,12
12,20073,103,81.611,399,146,Underground Out,13
12,21966,100,58.266,466.4,152,Underground Out,14
12,24818,99,55.083,424.5,142,Underground Out,15
12,28289,96,57.9,466.4,154,Underground Out,16
12,28634,91,58.524,502.8,162,Underground Out,17
12,27547,90,61.698,488.2,167,Underground Out,18
12,22600,93,67.633,404.5,145,Underground Out,19
12,19910,98,59.512,311.7,107,Underground Out,20
12,16907,93,38.238,122.4,63,Underground Out,21
12,10128,89,17.964,61.8,49,Hyde Park,1
12,9977,86,5.058,61.8,45,Hyde Park,2
12,9304,84,1.791,58.8,44,Hyde Park,3
12,9572,81,2.555,56.4,42,Hyde Park,4
12,8271,84,2.855,63.6,42,Hyde Park,5
12,6972,92,2.197,58.2,43,Hyde Park,6
12,12338,88,3.627,58.8,41,Hyde Park,7
12,21618,86,1.926,65.4,46,Hyde Park,8
12,16781,85,8.313,66.6,48,Hyde Park,9
12,10730,84,11.944,67.2,43,Hyde Park,10
12,16791,86,6.512,65.4,45,Hyde Park,11
12,9388,80,4.911,67.2,48,Hyde Park,12
12,5701,78,13.151,63.6,45,Hyde Park,13
12,6421,73,7.288,63.6,43,Hyde Park,14
12,9235,75,4.699,66,44,Hyde Park,15
12,12387,72,3.957,62.4,43,Hyde Park,16
12,7768,75,4.965,59.4,44,Hyde Park,17
12,7818,77,3.814,57.6,44,Hyde Park,18
12,7443,82,2.71,55.2,41,Hyde Park,19
12,7142,82,2.564,56.4,42,Hyde Park,20
12,7820,80,2.69,61.2,43,Hyde Park,21
12,7346,84,2.932,54,39,Hyde Park,22
12,5774,89,2.924,60,41,Hyde Park,23
12,5380,98,2.748,53.4,42,Hyde Park,24
12,5031,106,2.429,56.4,41,Hyde Park,25
12,4404,117,2.387,56.4,42,Hyde Park,26
12,4305,127,2.446,59.4,39,Hyde Park,27
12,4092,125,2.129,53.4,41,Hyde Park,28
12,4568,123,2.141,53.4,40,Hyde Park,29
12,4773,118,2.223,52.8,43,Hyde Park,30
12,5455,108,1.989,60.6,42,Hyde Park,31
12,5204,112,1.77,57.6,41,Hyde Park,32
12,4354,121,2.488,59.4,41,Hyde Park,33
12,5363,116,2.49,55.2,44,Hyde Park,34
12,5772,104,2.391,58.8,42,Hyde Park,35
12,6027,99,2.311,61.8,44,Hyde Park,36
12,6250,95,2.301,64.2,43,Hyde Park,37
12,5723,104,2.412,63.6,44,Hyde Park,38
12,6626,101,2.55,63.6,43,Hyde Park,39
12,6390,97,2.306,66.6,43,Hyde Park,40
12,7100,92,2.131,62.4,44,Hyde Park,41
12,6656,93,2.375,69,46,Hyde Park,42
12,6234,101,2.441,66.6,45,Hyde Park,43
12,6062,107,2.544,65.4,43,Hyde Park,44
12,6966,100,2.8,65.4,44,Hyde Park,45
12,6690,103,2.728,67.2,48,Hyde Park,46
12,6433,101,2.001,64.8,46,Hyde Park,47
12,6119,99,2.709,63,47,Hyde Park,48
12,5702,103,2.908,64.2,46,Hyde Park,49
12,4667,112,2.559,69.6,47,Hyde Park,50
12,4317,121,2.251,70.2,48,Hyde Park,51
12,4108,132,2.052,65.4,48,Hyde Park,52
12,4429,136,2.066,70.8,49,Hyde Park,53
12,5301,123,2.74,67.2,46,Hyde Park,54
12,5658,118,2.779,69,48,Hyde Park,55
12,6240,113,2.468,71.4,48,Hyde Park,56
12,6801,103,2.93,69.6,51,Hyde Park,57
12,6785,103,3.139,70.2,51,Hyde Park,58
12,6448,106,3.241,73.8,49,Hyde Park,59
12,6231,106,3.245,70.8,50,Hyde Park,60
12,6145,113,2.677,75,51,Hyde Park,61
12,6477,107,12.462,72,53,Hyde Park,62
12,5773,110,3.357,71.4,53,Hyde Park,63
12,6157,106,1.825,75.6,49,Hyde Park,64
12,5829,110,2.359,73.2,51,Hyde Park,65
12,6114,109,2.41,78,52,Hyde Park,66
12,5347,117,2.673,75.6,51,Hyde Park,67
12,5081,120,2.532,70.8,46,Hyde Park,68
12,5324,112,1.937,73.8,50,Hyde Park,69
12,3069,112,2.086,69.6,51,Hyde Park,70
12,2534,116,2.508,74.4,49,Hyde Park,71
12,2705,109,2.294,70.8,52,Hyde Park,72
12,1918,102,2.026,73.2,47,Hyde Park,73
12,1882,100,2.199,76.8,49,Hyde Park,74
12,2112,96,2.195,71.4,48,Hyde Park,75
12,2909,91,2.077,79.2,51,Hyde Park,76
12,3567,91,2.456,78,52,Hyde Park,77
12,2565,86,2.695,77.4,51,Hyde Park,78
12,3275,87,2.547,78,53,Hyde Park,79
12,2379,90,2.484,73.2,49,Hyde Park,80
12,2770,90,2.385,76.2,48,Hyde Park,81
12,4068,90,2.249,72.6,52,Hyde Park,82
12,3196,92,2.009,73.8,50,Hyde Park,83
12,3380,99,2.147,75,47,Hyde Park,84
12,3014,108,2.535,73.2,47,Hyde Park,85
12,2921,111,2.112,75,47,Hyde Park,86
12,3382,111,2.328,73.2,50,Hyde Park,87
12,2899,113,2.439,75.6,50,Hyde Park,88
12,3222,115,2.233,75.6,49,Hyde Park,89
12,3486,128,2.516,72,48,Hyde Park,90
12,3841,124,2.017,70.2,50,Hyde Park,91
12,3383,124,3.335,69,48,Hyde Park,92
12,4353,113,2.412,69.6,48,Hyde Park,93
12,4373,107,2.167,74.4,48,Hyde Park,94
12,4261,107,2.86,72.6,48,Hyde Park,95
12,4097,102,2.284,70.8,45,Hyde Park,96
12,4476,98,2.088,70.2,48,Hyde Park,97
12,4212,102,2.494,66,45,Hyde Park,98
12,4031,108,1.88,74.4,49,Hyde Park,99
12,4704,101,2.172,81,50,Hyde Park,100
12,4477,97,2.204,76.2,53,Hyde Park,101
12,4314,97,2.761,72,49,Hyde Park,102
12,3592,106,2.659,78.6,51,Hyde Park,103
12,3282,108,2.391,78.6,52,Hyde Park,104
12,4425,103,2.287,75.6,51,Hyde Park,105
12,4718,100,2.301,75.6,51,Hyde Park,106
12,3584,103,2.014,73.2,50,Hyde Park,107
12,3664,105,2.684,73.8,49,Hyde Park,108
12,3951,112,2.736,78.6,51,Hyde Park,109
12,3236,118,2.393,75.6,49,Hyde Park,110
12,3170,122,2.572,72.6,48,Hyde Park,111
12,3424,120,1.97,66.6,52,Hyde Park,112
12,3039,126,2.163,76.8,49,Hyde Park,113
12,3391,123,1.955,70.2,49,Hyde Park,114
12,3649,113,2.056,73.2,49,Hyde Park,115
12,3638,114,2.103,70.2,49,Hyde Park,116
12,3765,111,1.998,76.2,49,Hyde Park,117
12,3868,114,2.215,75,52,Hyde Park,118
12,3759,110,2.461,76.8,52,Hyde Park,119
12,3788,113,2.496,79.2,53,Hyde Park,120
12,4328,107,2.644,75,52,Hyde Park,121
12,4359,101,2.683,76.8,50,Hyde Park,122
12,3981,100,2.417,79.8,50,Hyde Park,123
12,3842,95,2.505,79.2,53,Hyde Park,124
12,3642,97,2.631,77.4,50,Hyde Park,125
12,3166,102,2.229,72,51,Hyde Park,126
12,2892,95,1.611,71.4,47,Hyde Park,127
12,2415,96,2.273,67.8,45,Hyde Park,128
12,2600,98,1.954,67.8,49,Hyde Park,129
12,2160,102,1.742,68.4,50,Hyde Park,130
12,1584,103,1.759,71.4,48,Hyde Park,131
12,3761,103,1.988,69,51,Hyde Park,132
12,3995,95,2.378,72.6,51,Hyde Park,133
12,4883,93,2.09,71.4,52,Hyde Park,134
12,4284,90,3.226,70.2,49,Hyde Park,135
12,5919,92,2.483,72.6,51,Hyde Park,136
12,6614,90,2.482,74.4,52,Hyde Park,137
12,5947,92,2.457,69.6,52,Hyde Park,138
12,6685,86,2.996,69.6,49,Hyde Park,139
12,9199,79,2.574,73.2,49,Hyde Park,140
12,29410,74,3.396,79.2,54,Hyde Park,141
12,17151,76,6.009,168.2,62,Underground Return,1
12,12504,83,20.965,364.8,112,Underground Return,2
12,11219,87,32.875,463.1,163,Underground Return,3
12,6537,92,53.266,395.7,136,Underground Return,4
12,6638,95,47.788,437.6,158,Underground Return,5
12,6415,95,54.856,488.6,165,Underground Return,6
12,16520,98,59.662,541.3,177,Underground Return,7
12,14404,95,61.069,479.5,160,Underground Return,8
12,9013,92,65.416,403,150,Underground Return,9
12,4706,95,42.186,346.6,135,Underground Return,10
12,5271,91,42.111,326.6,115,Underground Return,11
12,6209,84,36.612,297.5,117,Underground Return,12
12,7030,87,33.851,353.9,117,Underground Return,13
12,7331,87,37.611,363,122,Underground Return,14
12,16938,86,39.486,406.7,135,Underground Return,15
12,7533,85,46.405,361.2,122,Underground Return,16
12,13095,80,47.736,292,108,Underground Return,17
12,15629,79,36.659,168.2,70,Underground Return,18
12,17473,76,17.219,191.9,67,Underground Return,19
12,13676,78,14.838,146.4,58,Underground Return,20
12,18101,75,7.766,85.2,61,V,1
12,11180,71,6.538,84,55,V,2
12,7801,67,9.958,46.8,33,V,3
12,5493,67,7.533,31.2,26,V,4
12,2315,70,5.885,30.6,18,V,5
12,3324,70,2.928,33.6,16,V,6
12,5345,72,4.576,27.6,18,V,7
12,5706,75,0.988,22.2,17,V,8
12,5093,79,0.791,22.8,17,V,9
12,4868,82,2.018,21.6,17,V,10
12,4944,81,NULL,22.2,16,V,11
12,4591,86,NULL,22.8,16,V,12
12,3738,97,NULL,23.4,17,V,13
12,3288,107,NULL,21.6,16,V,14
12,3307,109,NULL,22.2,16,V,15
12,3748,101,NULL,23.4,17,V,16
12,3263,109,NULL,23.4,17,V,17
12,3435,114,NULL,23.4,16,V,18
12,3407,112,NULL,23.4,16,V,19
12,3916,106,NULL,21,16,V,20
12,3564,110,NULL,21,16,V,21
12,3613,112,NULL,,17,V,22
12,3077,114,NULL,,15,V,23
12,2956,119,NULL,,,V,24
12,3111,119,NULL,,,V,25
12,3659,112,NULL,,,V,26
12,3667,112,NULL,,,V,27
12,3248,123,NULL,,,V,28
13,6237,49,0.674,,18,Hyde Park,1
13,5921,46,1.225,24,17,Hyde Park,2
13,4788,45,1.698,27.6,18,Hyde Park,3
13,3385,49,2.489,27.6,16,Hyde Park,4
13,2921,54,2.583,30,18,Hyde Park,5
13,3473,55,2.227,29.4,17,Hyde Park,6
13,4672,55,2.399,30,18,Hyde Park,7
13,3707,56,2.564,26.4,18,Hyde Park,8
13,5155,58,3.102,27.6,17,Hyde Park,9
13,5011,57,2.732,32.4,17,Hyde Park,10
13,5124,55,3.428,28.2,18,Hyde Park,11
13,5839,56,3.114,28.8,17,Hyde Park,12
13,6311,55,2.821,27.6,18,Hyde Park,13
13,5388,54,2.986,30,18,Hyde Park,14
13,4898,60,2.358,26.4,18,Hyde Park,15
13,5943,59,2.948,28.8,17,Hyde Park,16
13,5934,58,2.955,27.6,19,Hyde Park,17
13,5346,65,3.012,28.2,19,Hyde Park,18
13,4305,66,2.888,29.4,18,Hyde Park,19
13,4589,65,4.368,31.2,21,Hyde Park,20
13,3731,69,10.23,33.6,20,Hyde Park,21
13,4579,73,2.942,25.8,21,Hyde Park,22
13,5262,74,6.439,31.8,20,Hyde Park,23
13,3451,73,8.462,32.4,20,Hyde Park,24
13,2672,73,6.752,28.8,18,Hyde Park,25
13,2653,77,4.187,28.2,18,Hyde Park,26
13,1953,73,3.913,28.8,17,Hyde Park,27
13,2860,70,2.379,30.6,18,Hyde Park,28
13,3293,73,2.253,29.4,18,Hyde Park,29
13,2431,71,1.862,27,18,Hyde Park,30
13,4016,75,2.096,28.8,18,Hyde Park,31
13,3724,78,2.029,28.8,18,Hyde Park,32
13,3393,78,1.848,28.8,18,Hyde Park,33
13,2806,74,2.029,26.4,18,Hyde Park,34
13,2278,74,1.952,28.8,18,Hyde Park,35
13,2894,72,2.139,27.6,19,Hyde Park,36
13,2344,71,2.259,26.4,18,Hyde Park,37
13,1927,75,2.113,29.4,17,Hyde Park,38
13,2273,74,2.217,30,17,Hyde Park,39
13,2255,72,2.287,29.4,18,Hyde Park,40
13,3022,76,2.279,30,19,Hyde Park,41
13,2765,79,1.984,30.6,19,Hyde Park,42
13,4190,80,2.114,30,18,Hyde Park,43
13,2599,83,1.986,29.4,17,Hyde Park,44
13,3316,82,1.554,27,18,Hyde Park,45
13,3617,79,1.887,28.8,17,Hyde Park,46
13,3239,78,2.137,29.4,18,Hyde Park,47
13,2186,81,2.421,27,17,Hyde Park,48
13,1593,83,2.276,30,19,Hyde Park,49
13,2099,86,2.255,27,18,Hyde Park,50
13,4159,88,2.185,28.2,18,Hyde Park,51
13,2976,85,2.2,27,19,Hyde Park,52
13,3706,81,2.229,28.2,19,Hyde Park,53
13,3673,78,2.072,27,18,Hyde Park,54
13,3531,78,1.905,25.2,19,Hyde Park,55
13,2396,79,1.661,27,19,Hyde Park,56
13,3598,78,1.836,27,18,Hyde Park,57
13,3353,79,1.68,27,17,Hyde Park,58
13,3285,79,2.036,25.2,18,Hyde Park,59
13,4811,76,1.845,27,18,Hyde Park,60
13,4326,78,1.708,26.4,18,Hyde Park,61
13,3816,81,1.247,27,18,Hyde Park,62
13,4813,79,1.624,28.2,18,Hyde Park,63
13,4500,76,1.733,26.4,18,Hyde Park,64
13,4837,81,1.394,24.6,18,Hyde Park,65
13,4825,82,1.767,26.4,18,Hyde Park,66
13,4264,80,1.438,25.2,24,Hyde Park,67
13,3617,82,2.006,28.2,17,Hyde Park,68
13,3137,84,1.743,27,19,Hyde Park,69
13,2943,90,1.566,27,18,Hyde Park,70
13,2363,93,1.604,25.8,16,Hyde Park,71
13,2669,89,1.637,25.2,16,Hyde Park,72
13,1627,89,1.409,27.6,17,Hyde Park,73
13,2432,89,2.059,27,18,Hyde Park,74
13,2519,93,1.835,27,17,Hyde Park,75
13,2575,96,1.391,27.6,17,Hyde Park,76
13,2604,103,1.817,26.4,17,Hyde Park,77
13,2466,103,1.404,28.8,18,Hyde Park,78
13,2814,100,1.721,28.8,18,Hyde Park,79
13,2825,101,1.738,27.6,18,Hyde Park,80
13,2405,104,1.644,28.2,18,Hyde Park,81
13,2128,108,1.98,27,17,Hyde Park,82
13,2556,102,1.632,27.6,20,Hyde Park,83
13,1454,103,1.49,28.2,17,Hyde Park,84
13,1790,104,1.315,28.2,18,Hyde Park,85
13,1614,96,1.397,28.2,18,Hyde Park,86
13,1124,90,1.692,28.2,18,Hyde Park,87
13,1342,88,1.78,28.2,18,Hyde Park,88
13,1721,80,2.252,30,19,Hyde Park,89
13,2008,81,2.275,28.2,19,Hyde Park,90
13,2568,85,2.06,28.8,18,Hyde Park,91
13,1846,88,2.391,27.6,18,Hyde Park,92
13,1307,87,2.04,27,18,Hyde Park,93
13,1727,88,1.954,28.2,16,Hyde Park,94
13,3035,89,1.942,29.4,18,Hyde Park,95
13,2528,89,1.606,28.8,18,Hyde Park,96
13,2485,85,1.456,28.2,18,Hyde Park,97
13,2462,78,1.454,28.2,19,Hyde Park,98
13,2243,79,1.584,28.8,18,Hyde Park,99
13,2595,75,1.633,28.2,18,Hyde Park,100
13,3200,75,2.057,28.8,18,Hyde Park,101
13,3179,75,1.963,28.8,18,Hyde Park,102
13,3155,69,1.93,29.4,18,Hyde Park,103
13,4433,68,1.809,28.8,17,Hyde Park,104
13,4338,72,1.441,27.6,18,Hyde Park,105
13,6366,66,1.71,27.6,18,Hyde Park,106
13,5366,64,2.102,28.2,17,Hyde Park,107
13,5278,69,1.873,28.2,19,Hyde Park,108
13,3140,73,1.435,27,17,Hyde Park,109
13,3997,71,1.935,31.2,18,Hyde Park,110
13,3100,71,1.819,28.8,18,Hyde Park,111
13,3174,73,1.833,27,18,Hyde Park,112
13,3626,70,1.828,28.2,19,Hyde Park,113
13,4021,68,2.233,28.8,17,Hyde Park,114
13,3883,69,2.061,27.6,17,Hyde Park,115
13,3857,70,2.085,28.2,19,Hyde Park,116
13,4952,69,1.559,31.8,19,Hyde Park,117
13,3679,74,2.144,27.6,18,Hyde Park,118
13,4996,76,2.12,30,19,Hyde Park,119
13,2947,77,2.007,27,17,Hyde Park,120
13,2787,87,1.591,25.8,16,Hyde Park,121
13,4377,88,1.78,25.2,18,Hyde Park,122
13,3825,95,1.914,27,17,Hyde Park,123
13,3814,101,1.719,27,16,Hyde Park,124
13,4264,96,1.604,29.4,19,Hyde Park,125
13,4257,89,1.617,25.8,16,Hyde Park,126
13,3652,92,1.693,27.6,17,Hyde Park,127
13,4510,96,1.735,28.2,18,Hyde Park,128
13,3982,105,1.61,26.4,18,Hyde Park,129
13,3707,102,1.574,28.2,19,Hyde Park,130
13,3509,108,1.799,28.2,17,Hyde Park,131
13,4072,110,1.756,28.2,17,Hyde Park,132
13,3179,110,1.626,26.4,18,Hyde Park,133
13,3514,112,1.926,30,19,Hyde Park,134
13,3958,103,2.165,27.6,19,Hyde Park,135
13,4612,97,2.089,29.4,19,Hyde Park,136
13,2176,93,2.159,28.2,18,Hyde Park,137
13,3660,89,2.846,31.2,21,Hyde Park,138
13,6285,86,2.649,30.6,18,Hyde Park,139
13,7889,88,2.63,29.4,19,Hyde Park,140
13,5683,90,1.779,28.8,19,Hyde Park,141
13,3746,84,2.476,30,19,Hyde Park,142
13,5371,84,4.731,27,19,Hyde Park,143
14,18143,81,28.193,158.2,115,Underground Out,1
14,17255,88,38.03,272.8,81,Underground Out,2
14,23006,92,32.575,185.5,91,Underground Out,3
14,23833,94,40.663,241.9,172,Underground Out,4
14,21702,93,87.882,540.4,198,Underground Out,5
14,20539,96,81.316,582.2,181,Underground Out,6
14,20748,95,74.351,527.6,165,Underground Out,7
14,20178,98,70.299,516.7,169,Underground Out,8
14,20934,97,73.772,520.3,170,Underground Out,9
